Name,Tutorial Batch Sim - Med DF F Low DF R
Version,2.0.0
Created By,OGSimulator
Created On,2/14/2019 5:21:58 PM
Modified By,OGSimulator
Modified On,2/14/2019 5:49:07 PM
Comments,Tutorial Baseline - OPTIMUMDYNAMICS_NURBURGRING_TUTORIAL
Solver Total Iterations,Solver Time To Solve (Iteration),Solver Converged,Solver Convergence Error - Heave,Solver Convergence Error - Roll,Solver Convergence Error - Pitch,Solver Convergence Error [Front Left],Solver Convergence Error [Front Right],Solver Convergence Error [Rear Left],Solver Convergence Error [Rear Right],Yaw Rate Error,Vehicle Stability,Vehicle Control,Braking Ratio [Input],Throttle Ratio [Input],Yaw Moment [Output],Solver Convergence Error,Lateral Load Transfer Distribution,Chassis Heave Displacement,Chassis Roll Angle,Chassis Static Roll Angle,Chassis Pitch Angle,Suspension Pitch Angle [Left],Suspension Pitch Angle [Right],Static Wheelbase [Left],Static Wheelbase [Right],Static Wheelbase Average,Static Corner Force [Front Left],Static Corner Force [Front Right],Static Corner Force [Rear Left],Static Corner Force [Rear Right],Static Coilover Displacement [Front Left],Static Coilover Displacement [Front Right],Static Coilover Displacement [Rear Left],Static Coilover Displacement [Rear Right],Coilover Displacement From Static [Front Left],Coilover Displacement From Static [Front Right],Coilover Displacement From Static [Rear Left],Coilover Displacement From Static [Rear Right],Wheelbase [Left],Wheelbase [Right],Wheelbase Average,Tire Heave,All Wheels On Ground,Load Distribution [Front],Load Distribution [Left],Load Distribution [Cross],Resultant Lateral Acceleration,Resultant Longitudinal Acceleration,Resultant Vertical Acceleration,Static Weight Distribution [Front],Static Weight Distribution [Left],Static Weight Distribution [Cross],Total Tire Fz,Yaw Rate (r) [YMD Output],Suspended Mass,Total Mass,Axle Normal Load [Front],Axle Normal Load [Rear],Tire Pitch Angle [Left],Tire Pitch Angle [Right],Static Total Non-Suspended Mass CG Location X,Static Total Non-Suspended Mass CG Location Y,Static Total Non-Suspended Mass CG Location Z,Total Non-Suspended Mass CG Location X,Total Non-Suspended Mass CG Location Y,Total Non-Suspended Mass CG Location Z,Vehicle Center of Mass Location X,Vehicle Center of Mass Location Y,Vehicle Center of Mass Location Z,Geometric Force [Front Left],Geometric Force [Front Right],Geometric Force [Rear Left],Geometric Force [Rear Right],Elastic Force [Front Left],Elastic Force [Front Right],Elastic Force [Rear Left],Elastic Force [Rear Right],Geometric Force Ratio [Front Left],Geometric Force Ratio [Front Right],Geometric Force Ratio [Rear Left],Geometric Force Ratio [Rear Right],Elastic Force Ratio [Front Left],Elastic Force Ratio [Front Right],Elastic Force Ratio [Rear Left],Elastic Force Ratio [Rear Right],Resultant Turn Radius,Engaged Gear [Input],Engine Speed,Banking Angle [Input],Grade Angle [Input],Wheel Speed [Front Left],Wheel Speed [Front Right],Wheel Speed [Rear Left],Wheel Speed [Rear Right],CG Roll Stiffness,CG Roll Stiffness (No Tires),CG Pitch Stiffness,Roll Stiffness Distribution [Front],Roll Stiffness Distribution (No Tires) [Front],CG Heave Stiffness,Roll Stiffness [Front],Roll Stiffness (No Tires) [Front],Roll Stiffness [Rear],Roll Stiffness (No Tires) [Rear],Heave Stiffness [Front],Heave Stiffness [Rear],Heave Stiffness Distribution [Front],Aerodynamic Downforce,Aerodynamic Downforce [Front],Aerodynamic Downforce [Rear],Aerodynamic Dragforce,Aerodynamic Pitch Moment,Aerodynamic Downforce Coefficient,Aerodynamic Dragforce Coefficient,Aerodynamic Downforce Distribution,Aerodynamic Efficiency,Air Density,Frontal Area,Static Suspended CG Location X,Static Suspended CG Location Y,Static Suspended CG Location Z,Suspended CG Location X,Suspended CG Location Y,Suspended CG Location Z,Lateral Velocity,Longitudinal Velocity,Chassis Slip Angle (Beta) [YMD Output],Static Track Width [Front],Track Width [Front],Camber Gain Heave [Front Left],Camber Gain Heave [Front Right],Toe Gain Heave [Front Left],Toe Gain Heave [Front Right],CoilOver Motion Ratio [Front Left],CoilOver Motion Ratio [Front Right],Static Ride Height [Front],Ride Height [Front],Static Roll Center Height [Front],Roll Center Height [Front],Wheel Displacement Ratio [Front Left],Wheel Displacement Ratio [Front Right],Anti-Effect [Front],Steered Angle [Front],Coilover Stiffness [Front Left],CoilOver Displacement [Front Left],CoilOver Force [Front Left],CoilOver Preload Force [Front Left],Spring Gap Full-Droop [Front Left],Spring Gap [Front Left],Spring Preload Force [Front Left],Spring Preload Displacement [Front Left],Spring Stiffness [Front Left],Spring Displacement [Front Left],Spring Force [Front Left],Spring Is Engaged [Front Left],Spring Free Length [Front Left],Bump Stop Gap Full-Droop [Front Left],Bump Stop Gap [Front Left],Bump Stop Preload Force [Front Left],Bump Stop Preload Displacement [Front Left],Bump Stop Stiffness [Front Left],Bump Stop Displacement [Front Left],Bump Stop Force [Front Left],Bump Stop Is Engaged [Front Left],Bump Stop Free Length [Front Left],Coilover Stiffness [Front Right],CoilOver Displacement [Front Right],CoilOver Force [Front Right],CoilOver Preload Force [Front Right],Spring Gap Full-Droop [Front Right],Spring Gap [Front Right],Spring Preload Force [Front Right],Spring Preload Displacement [Front Right],Spring Stiffness [Front Right],Spring Displacement [Front Right],Spring Force [Front Right],Spring Is Engaged [Front Right],Spring Free Length [Front Right],Bump Stop Gap Full-Droop [Front Right],Bump Stop Gap [Front Right],Bump Stop Preload Force [Front Right],Bump Stop Preload Displacement [Front Right],Bump Stop Stiffness [Front Right],Bump Stop Displacement [Front Right],Bump Stop Force [Front Right],Bump Stop Is Engaged [Front Right],Bump Stop Free Length [Front Right],ARB Linear Stiffness [Front],ARB Displacement [Front],ARB Force [Front],ARB Motion Ratio [Front],Roll Angle [Front],Tire Roll Angle [Front],Suspension Roll Angle [Front],Non-Suspended Mass [Front Left],Contact Patch Location X [Front Left],Contact Patch Location Y [Front Left],Contact Patch Location Z [Front Left],Tire Force Z [Front Left],Wheel Center Location X [Front Left],Wheel Center Location Y [Front Left],Wheel Center Location Z [Front Left],Tire Vertical Stiffness [Front Left],Tire Unloaded Radius [Front Left],Tire Loaded Radius [Front Left],Tire Deflection [Front Left],Wheel Off Ground Distance [Front Left],Tire Inflation Pressure [Front Left],Static Camber Angle [Front Left],Camber Angle [Front Left],Static Toe Angle [Front Left],Toe Angle [Front Left],Tire Force X (Tire) [Front Left],Tire Force X (Chassis) [Front Left],Tire Force Y (Tire) [Front Left],Tire Force Y (Chassis) [Front Left],Tire Force X [Front Left],Tire Force Y [Front Left],Tire Sliding Energy X [Front Left],Tire Sliding Energy Y [Front Left],Tire Sliding Energy (Total) [Front Left],Tire Moment Z [Front Left],Tire Longitudinal Friction Coefficient [Front Left],Tire Lateral Friction Coefficient [Front Left],Tire Overall Friction Coefficient [Front Left],Suspension Displacement [Front Left],Tire Force X Yaw Moment [Front Left],Tire Force Y Yaw Moment [Front Left],Tire Yaw Moment [Front Left],Contact Patch Speed Y [Front Left],Contact Patch Speed X [Front Left],Resultant Wheel Torque [Front Left],Non-Suspended Mass [Front Right],Contact Patch Location X [Front Right],Contact Patch Location Y [Front Right],Contact Patch Location Z [Front Right],Tire Force Z [Front Right],Wheel Center Location X [Front Right],Wheel Center Location Y [Front Right],Wheel Center Location Z [Front Right],Tire Vertical Stiffness [Front Right],Tire Unloaded Radius [Front Right],Tire Loaded Radius [Front Right],Tire Deflection [Front Right],Wheel Off Ground Distance [Front Right],Tire Inflation Pressure [Front Right],Static Camber Angle [Front Right],Camber Angle [Front Right],Static Toe Angle [Front Right],Toe Angle [Front Right],Tire Force X (Tire) [Front Right],Tire Force X (Chassis) [Front Right],Tire Force Y (Tire) [Front Right],Tire Force Y (Chassis) [Front Right],Tire Force X [Front Right],Tire Force Y [Front Right],Tire Sliding Energy X [Front Right],Tire Sliding Energy Y [Front Right],Tire Sliding Energy (Total) [Front Right],Tire Moment Z [Front Right],Tire Longitudinal Friction Coefficient [Front Right],Tire Lateral Friction Coefficient [Front Right],Tire Overall Friction Coefficient [Front Right],Suspension Displacement [Front Right],Tire Force X Yaw Moment [Front Right],Tire Force Y Yaw Moment [Front Right],Tire Yaw Moment [Front Right],Contact Patch Speed Y [Front Right],Contact Patch Speed X [Front Right],Resultant Wheel Torque [Front Right],Static Track Width [Rear],Track Width [Rear],Camber Gain Heave [Rear Left],Camber Gain Heave [Rear Right],Toe Gain Heave [Rear Left],Toe Gain Heave [Rear Right],CoilOver Motion Ratio [Rear Left],CoilOver Motion Ratio [Rear Right],Static Ride Height [Rear],Ride Height [Rear],Static Roll Center Height [Rear],Roll Center Height [Rear],Wheel Displacement Ratio [Rear Left],Wheel Displacement Ratio [Rear Right],Anti-Effect [Rear],Steered Angle [Rear],Coilover Stiffness [Rear Left],CoilOver Displacement [Rear Left],CoilOver Force [Rear Left],CoilOver Preload Force [Rear Left],Spring Gap Full-Droop [Rear Left],Spring Gap [Rear Left],Spring Preload Force [Rear Left],Spring Preload Displacement [Rear Left],Spring Stiffness [Rear Left],Spring Displacement [Rear Left],Spring Force [Rear Left],Spring Is Engaged [Rear Left],Spring Free Length [Rear Left],Bump Stop Gap Full-Droop [Rear Left],Bump Stop Gap [Rear Left],Bump Stop Preload Force [Rear Left],Bump Stop Preload Displacement [Rear Left],Bump Stop Stiffness [Rear Left],Bump Stop Displacement [Rear Left],Bump Stop Force [Rear Left],Bump Stop Is Engaged [Rear Left],Bump Stop Free Length [Rear Left],Coilover Stiffness [Rear Right],CoilOver Displacement [Rear Right],CoilOver Force [Rear Right],CoilOver Preload Force [Rear Right],Spring Gap Full-Droop [Rear Right],Spring Gap [Rear Right],Spring Preload Force [Rear Right],Spring Preload Displacement [Rear Right],Spring Stiffness [Rear Right],Spring Displacement [Rear Right],Spring Force [Rear Right],Spring Is Engaged [Rear Right],Spring Free Length [Rear Right],Bump Stop Gap Full-Droop [Rear Right],Bump Stop Gap [Rear Right],Bump Stop Preload Force [Rear Right],Bump Stop Preload Displacement [Rear Right],Bump Stop Stiffness [Rear Right],Bump Stop Displacement [Rear Right],Bump Stop Force [Rear Right],Bump Stop Is Engaged [Rear Right],Bump Stop Free Length [Rear Right],ARB Linear Stiffness [Rear],ARB Displacement [Rear],ARB Force [Rear],ARB Motion Ratio [Rear],Roll Angle [Rear],Tire Roll Angle [Rear],Suspension Roll Angle [Rear],Non-Suspended Mass [Rear Left],Contact Patch Location X [Rear Left],Contact Patch Location Y [Rear Left],Contact Patch Location Z [Rear Left],Tire Force Z [Rear Left],Wheel Center Location X [Rear Left],Wheel Center Location Y [Rear Left],Wheel Center Location Z [Rear Left],Tire Vertical Stiffness [Rear Left],Tire Unloaded Radius [Rear Left],Tire Loaded Radius [Rear Left],Tire Deflection [Rear Left],Wheel Off Ground Distance [Rear Left],Tire Inflation Pressure [Rear Left],Static Camber Angle [Rear Left],Camber Angle [Rear Left],Static Toe Angle [Rear Left],Toe Angle [Rear Left],Tire Force X (Tire) [Rear Left],Tire Force X (Chassis) [Rear Left],Tire Force Y (Tire) [Rear Left],Tire Force Y (Chassis) [Rear Left],Tire Force X [Rear Left],Tire Force Y [Rear Left],Tire Sliding Energy X [Rear Left],Tire Sliding Energy Y [Rear Left],Tire Sliding Energy (Total) [Rear Left],Tire Moment Z [Rear Left],Tire Longitudinal Friction Coefficient [Rear Left],Tire Lateral Friction Coefficient [Rear Left],Tire Overall Friction Coefficient [Rear Left],Suspension Displacement [Rear Left],Tire Force X Yaw Moment [Rear Left],Tire Force Y Yaw Moment [Rear Left],Tire Yaw Moment [Rear Left],Contact Patch Speed Y [Rear Left],Contact Patch Speed X [Rear Left],Resultant Wheel Torque [Rear Left],Non-Suspended Mass [Rear Right],Contact Patch Location X [Rear Right],Contact Patch Location Y [Rear Right],Contact Patch Location Z [Rear Right],Tire Force Z [Rear Right],Wheel Center Location X [Rear Right],Wheel Center Location Y [Rear Right],Wheel Center Location Z [Rear Right],Tire Vertical Stiffness [Rear Right],Tire Unloaded Radius [Rear Right],Tire Loaded Radius [Rear Right],Tire Deflection [Rear Right],Wheel Off Ground Distance [Rear Right],Tire Inflation Pressure [Rear Right],Static Camber Angle [Rear Right],Camber Angle [Rear Right],Static Toe Angle [Rear Right],Toe Angle [Rear Right],Tire Force X (Tire) [Rear Right],Tire Force X (Chassis) [Rear Right],Tire Force Y (Tire) [Rear Right],Tire Force Y (Chassis) [Rear Right],Tire Force X [Rear Right],Tire Force Y [Rear Right],Tire Sliding Energy X [Rear Right],Tire Sliding Energy Y [Rear Right],Tire Sliding Energy (Total) [Rear Right],Tire Moment Z [Rear Right],Tire Longitudinal Friction Coefficient [Rear Right],Tire Lateral Friction Coefficient [Rear Right],Tire Overall Friction Coefficient [Rear Right],Suspension Displacement [Rear Right],Tire Force X Yaw Moment [Rear Right],Tire Force Y Yaw Moment [Rear Right],Tire Yaw Moment [Rear Right],Contact Patch Speed Y [Rear Right],Contact Patch Speed X [Rear Right],Resultant Wheel Torque [Rear Right],Front Differential Locking Torque,Front Differential Is Locked,Rear Differential Locking Torque,Rear Differential Is Locked,Brake Torque Distribution,Front Differential Speed Difference,Rear Differential Speed Difference,Front Axle Wheel Torque Difference,Rear Axle Wheel Torque Difference,Acceleration Input [Longitudinal],Acceleration Input [Lateral],Acceleration Input [Vertical],Simulation Input [Steering],Simulation Input [Velocity],Track Map X Coordinate,Track Map Y Coordinate,Fl_dam,FR_dam,RL_dam,RR_dam,Simulation [Percentage Completion],Simulation [Time],Input Parameters Reference Distance,Input Parameters Chassis Total Mass,Input Parameters Chassis Mass Distribution Front,Input Parameters Chassis CG Height,Input Parameters Chassis Non-Suspended Mass Front Corner,Input Parameters Chassis Non-Suspended Mass Rear Corner,Input Parameters Chassis Front Ride Height,Input Parameters Chassis Rear Ride Height,Input Parameters Chassis Reference Front Ride Height,Input Parameters Chassis Reference Rear Ride Height,Input Parameters Aerodynamics Frontal Area,Input Parameters Aerodynamics Downforce Front Coefficient,Input Parameters Aerodynamics Downforce Rear Coefficient,Input Parameters Aerodynamics Drag Coefficient,Input Parameters Brakes Brake Distribution Front,Input Parameters Front Suspension Steering Ratio,Input Parameters Front Suspension Camber Gain with Steering,Input Parameters Front Suspension Roll Center Height,Input Parameters Front Suspension Static Camber,Input Parameters Front Suspension Static Toe,Input Parameters Front Suspension Camber Gain,Input Parameters Front Suspension Toe Gain,Input Parameters Front Suspension Track,Input Parameters Front Suspension ARB Stiffness,Input Parameters Front Suspension Side Coilover Bump Stop Gap,Input Parameters Front Suspension Side Coilover Spring Gap,Input Parameters Front Suspension Side Coilover Spring Stiffness,Input Parameters Front Suspension Tire Pressure,Input Parameters Rear Suspension Steering Ratio,Input Parameters Rear Suspension Camber Gain with Steering,Input Parameters Rear Suspension Roll Center Height,Input Parameters Rear Suspension Static Camber,Input Parameters Rear Suspension Static Toe,Input Parameters Rear Suspension Camber Gain,Input Parameters Rear Suspension Toe Gain,Input Parameters Rear Suspension Track,Input Parameters Rear Suspension ARB Stiffness,Input Parameters Rear Suspension Side Coilover Bump Stop Gap,Input Parameters Rear Suspension Side Coilover Spring Gap,Input Parameters Rear Suspension Side Coilover Spring Stiffness,Input Parameters Rear Suspension Tire Pressure,Input Parameters Drivetrain Rear Differential Static Preload,Input Parameters Drivetrain Rear Differential Ramp Coefficient Drive,Input Parameters Drivetrain Rear Differential Ramp Coefficient Brake,Input Parameters Drivetrain Rear Differential Viscous Coefficient,
-,-,-,N,N.m,N.m,N,N,N,N,rpm,N.m/deg,N.m/deg,%,%,N.m,-,%,mm,deg,deg,deg,deg,deg,mm,mm,mm,N,N,N,N,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,-,%,%,%,m/s^2,m/s^2,m/s^2,%,%,%,N,rpm,kg,kg,N,N,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,N,N,N,N,N,N,N,N,%,%,%,%,%,%,%,%,m,-,rpm,deg,deg,rpm,rpm,rpm,rpm,N.m/deg,N.m/deg,N.m/deg,%,%,N/mm,N.m/deg,N.m/deg,N.m/deg,N.m/deg,N/mm,N/mm,%,N,N,N,N,N.m,-,-,%,-,kg/m^3,m^2,mm,mm,mm,mm,mm,mm,km/h,km/h,deg,mm,mm,deg/mm,deg/mm,deg/mm,deg/mm,-,-,mm,mm,mm,mm,mm/deg,mm/deg,%,deg,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,-,deg,deg,deg,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,mm,mm,deg/mm,deg/mm,deg/mm,deg/mm,-,-,mm,mm,mm,mm,mm/deg,mm/deg,%,deg,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,-,deg,deg,deg,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,N.m,-,N.m,-,%,rpm,rpm,N.m,N.m,m/s^2,m/s^2,m/s^2,deg,km/h,mm,mm,mm,mm,mm,mm,-,s,mm,kg,%,mm,kg,kg,mm,mm,mm,mm,m^2,-,-,%,%,-,-,mm,deg,deg,deg/mm,deg/mm,mm,N/mm,mm,mm,N/mm,Pa,-,-,mm,deg,deg,deg/mm,deg/mm,mm,N/mm,mm,mm,N/mm,Pa,N.m,-,-,-,
14.000,0.000,1.000,0.953,-3.269,1.161,0.033,0.195,-0.123,0.045,0.000,0.000,0.000,0.000,0.000,-293.925,5.779,58.040,-36.350,-0.118,0.000,-0.138,-0.220,-0.212,2495.000,2495.000,2495.000,3182.854,3182.854,2997.445,2997.445,20.670,20.670,40.693,40.693,0.516,-1.464,-11.122,-13.413,2495.000,2495.000,2495.000,-8.641,1.000,59.938,53.201,50.515,-1.108,-2.315,9.270,51.500,50.000,50.000,8917.241,-0.187,1059.000,1260.000,5344.856,3572.384,0.083,0.075,-80.870,0.000,355.000,-80.870,0.000,358.384,0.000,0.000,354.187,-889.573,-907.747,-934.087,-953.458,2802.295,2489.162,1847.902,1627.751,-46.508,-57.401,-102.218,-141.401,146.508,157.401,202.218,241.401,-2889.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3956.395,5696.933,6169.449,58.686,62.136,230.858,2321.831,3539.845,1634.563,2157.088,158.527,88.476,64.180,8236.305,-4529.968,-3706.337,5353.598,2611.143,2.000,1.300,55.000,1.538,1.225,2.100,15.349,0.000,343.102,15.349,0.000,353.390,0.000,203.700,0.000,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,55.000,57.521,19.100,21.621,0.000,0.000,0.000,-4.000,150.000,21.186,3177.924,0.000,0.000,0.000,0.000,0.000,150.000,21.186,3177.924,1.000,250.000,145.000,123.814,0.000,0.000,4.905,0.000,0.000,0.000,15.000,150.000,19.205,2880.794,0.000,0.000,0.000,0.000,0.000,150.000,19.205,2880.794,1.000,250.000,145.000,125.795,0.000,0.000,4.905,0.000,0.000,0.000,15.000,15.500,1.981,30.703,1.145,-0.118,-0.043,-0.076,48.500,1210.075,860.000,0.000,2838.081,1210.075,860.000,356.336,258.000,355.000,344.000,11.000,0.000,160000.000,-3.500,-3.392,2.500,-82.571,440.592,0.000,-57.450,-444.322,440.592,-57.450,0.000,0.001,0.001,0.000,0.155,-0.020,0.157,24.258,0.000,-537.663,-537.663,-0.085,203.761,156.410,48.500,1210.075,-860.000,0.000,2506.775,1210.075,-860.000,357.620,258.000,355.000,345.284,9.716,0.000,160000.000,-3.500,-3.590,2.500,87.506,392.082,0.000,-17.079,-392.453,392.082,-17.079,0.000,0.000,0.000,0.000,0.156,-0.007,0.157,21.990,0.000,-474.898,-474.898,-0.085,203.639,139.189,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,55.000,73.741,19.100,37.841,0.000,0.000,0.000,0.000,70.000,29.572,2070.017,0.000,0.000,0.000,0.000,0.000,70.000,29.572,2070.017,1.000,250.000,185.000,155.428,0.000,0.000,4.905,0.000,0.000,0.000,15.000,70.000,27.280,1909.607,0.000,0.000,0.000,0.000,0.000,70.000,27.280,1909.607,1.000,250.000,185.000,157.720,0.000,0.000,4.905,0.000,0.000,0.000,15.000,20.000,2.292,45.831,1.145,-0.118,-0.031,-0.087,52.000,-1284.925,860.000,0.000,1905.953,-1284.925,860.000,359.231,258.000,355.000,347.613,7.387,0.000,160000.000,-3.500,-3.165,2.500,1.736,1208.650,1218.248,-335.158,-298.391,1208.650,-335.158,0.000,0.008,0.008,0.000,0.634,-0.176,0.658,33.860,-1047.694,383.409,-664.284,0.091,203.761,429.071,52.000,-1284.925,-860.000,0.000,1666.432,-1284.925,-860.000,360.159,258.000,355.000,348.541,6.459,0.000,160000.000,-3.500,-3.357,2.500,1.579,1224.973,1218.248,-227.234,-260.892,1224.973,-227.234,0.000,0.006,0.006,0.000,0.735,-0.136,0.748,31.236,1047.694,335.226,1382.920,0.091,203.639,434.865,100.000,0.000,100.000,0.000,75.000,0.000,0.000,17.221,-5.795,-2.315,-1.109,9.270,-4.000,203.700,118.524,-171.684,71.020,72.270,67.170,70.940,0.000,0.000,2495.000,1260.000,51.500,345.000,48.500,52.000,55.000,55.000,55.000,55.000,2.100,1.100,0.900,1.300,75.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,15.500,145.000,0.000,150.000,160000.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,20.000,185.000,0.000,70.000,160000.000,90.000,0.800,1.300,2.000,
14.000,0.000,1.000,0.681,-1.201,1.137,0.111,0.166,-0.003,0.055,0.000,0.000,0.000,0.000,0.000,-129.529,3.354,58.046,-37.393,-0.048,0.000,-0.117,-0.206,-0.203,2495.000,2495.000,2495.000,3182.854,3182.854,2997.445,2997.445,20.670,20.670,40.693,40.693,0.808,0.001,-11.381,-12.315,2495.000,2495.000,2495.000,-8.922,1.000,60.635,51.260,50.203,-0.451,-2.776,9.181,51.500,50.000,50.000,9207.261,-0.075,1059.000,1260.000,5582.783,3624.479,0.089,0.085,-80.870,0.000,355.000,-80.870,0.000,358.109,0.000,0.000,353.266,-887.014,-894.010,-934.972,-942.574,2824.643,2697.002,1808.317,1718.607,-45.778,-49.585,-107.056,-121.461,145.778,149.585,207.056,221.461,-7252.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3956.395,5696.933,6169.449,58.686,62.136,230.858,2321.831,3539.845,1634.563,2157.088,158.527,88.476,64.180,8415.174,-4628.345,-3786.828,5469.863,2662.145,2.000,1.300,55.000,1.538,1.225,2.100,15.349,0.000,343.102,15.349,0.000,352.347,0.000,205.900,0.000,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,55.000,56.054,19.100,20.154,0.000,0.000,0.000,-4.000,150.000,21.478,3221.701,0.000,0.000,0.000,0.000,0.000,150.000,21.478,3221.701,1.000,250.000,145.000,123.522,0.000,0.000,4.905,0.000,0.000,0.000,15.000,150.000,20.671,3100.583,0.000,0.000,0.000,0.000,0.000,150.000,20.671,3100.583,1.000,250.000,145.000,124.329,0.000,0.000,4.905,0.000,0.000,0.000,15.000,15.500,0.807,12.516,1.145,-0.048,-0.017,-0.031,48.500,1210.075,860.000,0.000,2858.710,1210.075,860.000,356.256,258.000,355.000,343.920,11.080,0.000,160000.000,-3.500,-3.468,2.500,-82.551,174.971,0.000,-22.877,-176.460,174.971,-22.877,0.000,0.000,0.000,0.000,0.061,-0.008,0.062,24.592,0.000,-213.530,-213.530,-0.034,205.924,62.115,48.500,1210.075,-860.000,0.000,2724.073,1210.075,-860.000,356.778,258.000,355.000,344.442,10.558,0.000,160000.000,-3.500,-3.548,2.500,87.606,168.003,0.000,-7.022,-168.149,168.003,-7.022,0.000,0.000,0.000,0.000,0.062,-0.003,0.062,23.668,0.000,-203.473,-203.473,-0.034,205.876,59.641,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,55.000,73.160,19.100,37.260,0.000,0.000,0.000,0.000,70.000,29.312,2051.847,0.000,0.000,0.000,0.000,0.000,70.000,29.312,2051.847,1.000,250.000,185.000,155.688,0.000,0.000,4.905,0.000,0.000,0.000,15.000,70.000,28.378,1986.481,0.000,0.000,0.000,0.000,0.000,70.000,28.378,1986.481,1.000,250.000,185.000,156.622,0.000,0.000,4.905,0.000,0.000,0.000,15.000,20.000,0.934,18.676,1.145,-0.048,-0.013,-0.036,52.000,-1284.925,860.000,0.000,1860.896,-1284.925,860.000,359.405,258.000,355.000,347.787,7.213,0.000,160000.000,-3.500,-3.230,2.500,1.718,982.019,985.906,-144.376,-114.868,982.019,-144.376,0.000,0.001,0.001,0.000,0.528,-0.078,0.533,33.562,-847.880,147.597,-700.283,0.036,205.924,348.617,52.000,-1284.925,-860.000,0.000,1763.583,-1284.925,-860.000,359.782,258.000,355.000,348.164,6.836,0.000,160000.000,-3.500,-3.308,2.500,1.654,988.638,985.906,-80.359,-108.861,988.638,-80.359,0.000,0.001,0.001,0.000,0.561,-0.046,0.562,32.493,847.880,139.878,987.758,0.036,205.876,350.966,100.000,0.000,100.000,0.000,75.000,0.000,0.000,2.474,-2.350,-2.776,-0.451,9.182,-4.000,205.900,8282.352,7701.936,73.150,73.400,70.680,74.350,0.173,0.200,2495.000,1260.000,51.500,345.000,48.500,52.000,55.000,55.000,55.000,55.000,2.100,1.100,0.900,1.300,75.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,15.500,145.000,0.000,150.000,160000.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,20.000,185.000,0.000,70.000,160000.000,90.000,0.800,1.300,2.000,
